,Age,Age_Padding,Sex,Sex_Padding,Chest_Pain_0,Chest_Pain_1,Chest_Pain_2,Chest_Pain_3,Chest_Pain_Padding,Resting_BP,Resting_BP_Padding,Serum_Chol,Serum_Chol_Padding,Fasting_BS,Fasting_BS_Padding,Resting_ECG_0,Resting_ECG_1,Resting_ECG_2,Resting_ECG_Padding,Max_Heart_Rate,Max_Heart_Rate_Padding,Exercise_Angina,Exercise_Angina_Padding,ST_Depression,ST_Depression_Padding,ST_Slope_0,ST_Slope_1,ST_Slope_2,ST_Slope_Padding,Num_Vessels,Num_Vessels_Padding,Thalassemia_0,Thalassemia_1,Thalassemia_2,Thalassemia_Padding
Resting_BP_Padding,0.11340102593832567,0.15832120545023487,-0.06144484661638432,-0.14217747666533706,-0.01764353152135804,0.1532689740132522,,-0.05660638548222537,0.04068927070343615,-0.7918435541932741,1.0,,-0.0757433004962759,0.5324371053632632,0.048322182491037785,0.1107577780044421,-0.17112445381533944,0.031620989527571426,-0.21606457863323286,0.010232732482740552,,0.04908601709585791,0.010232732482740552,-0.06424873258869829,0.04594875643350387,-0.022616325992599353,0.03389896729453929,0.07451614005049315,-0.05473871079109365,-0.15827269549209486,0.3382825737098519,-0.14130625023566154,0.010843208226420821,0.057142170022469255,0.0646524360806909
Serum_Chol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serum_Chol_Padding,0.2199148286303916,0.07536975544145914,0.04329841207021814,-0.06296306899918189,0.002931118010791965,0.02809176151099495,,0.027726430042491024,0.1602741229819833,0.08756465731179804,-0.07574330049627588,,1.0,-0.13833063648147223,-0.16552101410306624,0.12418862389726325,0.08153314558866255,-0.019607843137254857,-0.121101849028301,0.16370641345277293,,-0.0034750284883410124,0.16370641345277293,-0.07506605054235538,0.17849364309852636,-0.05468819424181498,-0.01729155823192183,0.054839769230916977,0.03641610650944609,0.06126001774640613,0.015146522176495222,-0.0550147708769811,0.07123287147035887,0.03146138910672724,-0.011586052955920812
Fasting_BS,0.005446416962040172,0.07155938240019694,-0.02518164825829396,-0.1029754304915497,-0.03484732837746546,0.12095257923588253,,-0.04488371641030563,-0.07215939150192938,-0.39926211067312467,0.5324371053632632,,-0.13833063648147223,1.0,0.06791663724895053,0.04149102188902763,-0.13058497764236324,0.0631880685162282,-0.05369366200517537,-0.08303391201974425,,-0.007346499915240248,-0.08303391201974425,0.0008257915039027879,-0.030140733107491362,0.06300825786851254,-0.03589861274679194,0.09904433920435793,-0.07149036995553362,-0.07244135732592187,0.1954406933648927,-0.09984710906092698,0.025181648258293922,-0.04306020286817664,0.10595667971353732
Fasting_BS_Padding,-0.22684391898481387,-0.015281654012525854,-0.0666508224246598,0.11206797330831085,0.004386935186846228,-0.06255863410657561,,-0.014838456596781601,-0.12516248924745652,-0.06092916282947172,0.048322182491037785,,-0.16552101410306624,0.06791663724895053,1.0,-0.600592670479343,-0.6192784970564477,-0.05703694732382043,0.0878828564429103,-0.13040042078187447,,-0.031456127033811926,-0.13040042078187447,-0.00021986135481382284,-0.13386688515573075,-0.029838341830990132,-0.0028630925856274916,-0.059108700539603036,0.06074277490441627,-0.14878975191068344,0.15056307175072486,-0.05625871908472402,-0.046299426264458377,-0.04906877762850931,0.10630335717926122
Resting_ECG_0,0.1377480464620767,0.06559850468045869,-0.011968540149150143,-0.04805895343286565,-0.03761771601498281,0.07433995911220596,,-0.060168864622603915,0.21491725567957604,-0.10845626165032633,0.1107577780044421,,0.12418862389726325,0.04149102188902763,-0.600592670479343,1.0,-0.249081111817026,-0.022940932587832877,-0.23917206772018584,0.2119278844104826,,0.0423526639783179,0.2119278844104826,-0.11071744767897758,0.22931172977557585,-0.11585151775162351,-0.06876864785990817,0.029814047932360505,0.15626837291510023,-0.1514167810038507,0.3088273546335833,-0.20207982258218254,0.038425313110429515,-0.12402987237349346,0.24994243548655143
Resting_ECG_1,0.1456516883386869,-0.048613479816523926,0.08163241890631598,-0.08643281889519955,0.03447665612763048,0.0034798736459497404,,0.07744295714081588,-0.0574362458340857,0.1818936870866188,-0.17112445381533944,,0.08153314558866255,-0.13058497764236324,-0.6192784970564478,-0.249081111817026,1.0,-0.02365467804115523,0.12589212053495158,-0.048199301373320846,,0.0007541157168246115,-0.048199301373320846,0.11111035215735854,-0.060962620760144325,0.14637396606798742,0.0751698460497609,0.044038351436051525,-0.2291229102255877,0.33145568932865876,-0.490034670012422,0.26957951863613194,0.01978967731062214,0.18417816273551027,-0.37968746487801314
Resting_ECG_2,-0.04465084323649135,0.024128271543965452,0.09637388493048428,-0.022542333345386162,-0.02491450309173104,-0.0036641428057819373,,-0.0029090925779635905,-0.012328778690921808,-0.01175159085929642,0.031620989527571426,,-0.01960784313725486,0.06318806851622819,-0.05703694732382043,-0.022940932587832877,-0.02365467804115523,1.0,0.018126327685361023,-0.011769742143663402,,-0.035487412138513245,-0.011769742143663402,-0.018580928548202702,-0.01254717219059933,0.031442653065204614,-0.03615507630310918,-0.012655331360980843,0.01622074360745239,-0.016868691906248904,0.033193442216574526,-0.024285799756505157,-0.010708209436720495,-0.02397058217655406,0.04410830686727725
Resting_ECG_Padding,-0.3786414064536794,-0.20665168454624097,0.06506268525938012,0.2216967414566145,0.07399303754432089,-0.264284908610496,,0.26845839048707676,-0.5734679315232769,0.1565549764793066,-0.21606457863323286,,-0.121101849028301,-0.05369366200517537,0.08788285644291029,-0.23917206772018584,0.12589212053495158,0.018126327685361023,1.0,-0.5905264489891187,,-0.16910517956335272,-0.5905264489891187,0.25912009694715715,-0.5555831332973435,0.32425120403432556,-0.07311749782931448,-0.025893747525258252,-0.19590538680312958,0.08635986107494129,-0.36228825763888495,0.30267214907913637,-0.0054225736847441095,-0.008821498829736986,-0.23871140881718036
Max_Heart_Rate,0.15813664596739435,0.10787036041223987,0.026295038420799867,-0.03983005454847565,0.06405901606330144,-0.03359124591834725,,-0.5582054408885321,0.9546559670448095,-0.01563443920559856,0.010232732482740552,,0.16370641345277293,-0.08303391201974425,-0.13040042078187447,0.21192788441048258,-0.048199301373320846,-0.011769742143663404,-0.5905264489891187,1.0,,-0.19171405980924258,1.0,-0.5828498652379286,0.9197517277976136,-0.12311613338128506,-0.1953209896998816,-0.06836804396936469,0.3448730405550317,-0.09112993070319089,0.1793213193891011,-0.13119945880699974,-0.05784908452575994,-0.10693276149458708,0.21991866945259828
Max_Heart_Rate_Padding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exercise_Angina,0.16091034524934467,0.15520445865029311,-0.12266546732149716,-0.27501050824252016,-0.18859182060785698,0.42686111330256804,,0.22058666179080919,-0.17340841182814934,0.006397378104618058,0.04908601709585791,,-0.003475028488341013,-0.0073464999152402476,-0.031456127033811926,0.0423526639783179,0.0007541157168246115,-0.035487412138513245,-0.16910517956335272,-0.19171405980924258,,1.0,-0.19171405980924258,0.40166762679994544,-0.16838099911332266,-0.14340781770328032,0.37106037145092563,0.1600974462707672,-0.3400523744610406,0.03747829730938959,0.04866643619659092,-0.1641701430285585,0.02225575989377379,0.20912834623844898,-0.04530153215833903
Exercise_Angina_Padding,0.15813664596739435,0.10787036041223987,0.026295038420799867,-0.03983005454847565,0.06405901606330144,-0.03359124591834725,,-0.5582054408885321,0.9546559670448095,-0.01563443920559856,0.010232732482740552,,0.16370641345277293,-0.08303391201974425,-0.13040042078187447,0.21192788441048258,-0.048199301373320846,-0.011769742143663404,-0.5905264489891187,1.0,,-0.19171405980924258,1.0,-0.5828498652379286,0.9197517277976136,-0.12311613338128506,-0.1953209896998816,-0.06836804396936469,0.3448730405550317,-0.09112993070319089,0.1793213193891011,-0.13119945880699974,-0.05784908452575994,-0.10693276149458708,0.21991866945259828
ST_Depression,0.09498281100849902,-0.002721478955095642,0.004595380784969016,-0.16140254487332778,-0.11949159227574778,0.2243770780817717,,0.42906405493978267,-0.5526434638899117,0.07970697875858161,-0.06424873258869829,,-0.07506605054235538,0.0008257915039027878,-0.00021986135481382284,-0.11071744767897758,0.11111035215735854,-0.0185809285482027,0.25912009694715715,-0.5828498652379286,,0.40166762679994544,-0.5828498652379286,1.0,-0.6377906620316072,-0.008247399828802043,0.41097459150793436,0.29901198570866816,-0.5739270437803559,0.22411961635934166,-0.20751472499505272,-0.01862146588088661,0.036691143321523415,0.17953707529181762,-0.14689797331195875
ST_Depression_Padding,0.15066432652523615,0.1283297082987815,0.03779786830012596,-0.05232461106529903,0.05481707296716092,-0.021102355498227136,,-0.5230073216569818,0.8947944125423748,-0.05143333559557512,0.04594875643350387,,0.17849364309852636,-0.030140733107491362,-0.13386688515573072,0.22931172977557582,-0.060962620760144325,-0.01254717219059933,-0.5555831332973437,0.9197517277976136,,-0.16838099911332263,0.9197517277976136,-0.6377906620316072,1.0,-0.14303444723155448,-0.20822258128417123,-0.07288397736733095,0.37800153743422565,-0.09714936132784514,0.19116608030634333,-0.12927670888340284,-0.02188297638428369,-0.09537340960592212,0.19322927314995658
ST_Slope_0,-0.011605548734679921,-0.09120106128996554,0.022249349944822857,0.03752577784029799,0.08194378538573031,-0.10750069024199756,,0.015689075145327292,-0.1299289542269565,0.011435622027806404,-0.022616325992599353,,-0.05468819424181498,0.06300825786851255,-0.029838341830990132,-0.11585151775162351,0.1463739660679874,0.03144265306520461,0.32425120403432556,-0.12311613338128506,,-0.14340781770328032,-0.12311613338128506,-0.008247399828802043,-0.14303444723155448,1.0,-0.4121583154413461,-0.14426743319154062,-0.37839646950230615,0.12461087530810115,-0.40968067073684566,0.3825045646909992,-0.07396405522197867,0.023444575197147155,-0.3005341053868816
ST_Slope_1,0.1210251882284302,0.02063984587211366,-0.012877149516502148,-0.21356328705439026,-0.09458250483523757,0.25223689863513166,,0.16735737840135614,-0.1864117861219296,0.020341900276578492,0.03389896729453929,,-0.01729155823192183,-0.035898612746791944,-0.002863092585627491,-0.06876864785990817,0.0751698460497609,-0.03615507630310918,-0.07311749782931448,-0.19532098969988157,,0.37106037145092563,-0.19532098969988157,0.41097459150793436,-0.20822258128417123,-0.4121583154413461,1.0,-0.21001750218780427,-0.5508511491713277,0.14867573611555054,-0.12419405628566049,-0.00822504528499641,0.06953660738911067,0.2044230094406373,-0.19002383181758706
ST_Slope_2,0.1383522781898028,0.06630529724532816,0.016784616979540777,-0.09797494794047289,-0.041124297126885104,0.10390623888995577,,0.026666750541039334,-0.054185177033065655,-0.06261589046565857,0.07451614005049315,,0.054839769230916977,0.09904433920435793,-0.05910870053960303,0.029814047932360508,0.04403835143605152,-0.012655331360980843,-0.02589374752525825,-0.0683680439693647,,0.16009744627076716,-0.0683680439693647,0.29901198570866816,-0.07288397736733095,-0.14426743319154062,-0.21001750218780424,1.0,-0.19281397071040543,-0.008982305936184059,-0.007656300372894784,-0.05698603498074692,0.016784616979540794,0.01961519368148652,0.023445722491603545
ST_Slope_Padding,-0.18785207225114275,0.02346258967598085,-0.015311627412126683,0.23835700757380696,0.046994368824533846,-0.2197312487035626,,-0.19958492045058768,0.3341380668374851,0.002592443485557033,-0.054738710791093645,,0.03641610650944609,-0.07149036995553362,0.060742774904416263,0.15626837291510023,-0.22912291022558773,0.01622074360745239,-0.19590538680312958,0.34487304055503176,,-0.3400523744610406,0.34487304055503176,-0.5739270437803559,0.37800153743422565,-0.3783964695023062,-0.5508511491713277,-0.1928139707104054,1.0,-0.2570078470772093,0.4911095927414877,-0.2969442011297126,-0.015311627412126678,-0.24061755019465278,0.44612238616991967
Num_Vessels,0.2194126569161441,-0.03784662957472288,0.020231843390110724,-0.09947477705353672,-0.022242454426150676,0.0878413993247495,,0.08371484735386296,-0.0954583995167272,0.1617006257331426,-0.15827269549209486,,0.06126001774640613,-0.07244135732592187,-0.14878975191068342,-0.1514167810038507,0.3314556893286588,-0.016868691906248904,0.08635986107494129,-0.09112993070319089,,0.037478297309389584,-0.09112993070319089,0.22411961635934166,-0.09714936132784514,0.12461087530810115,0.14867573611555054,-0.008982305936184059,-0.2570078470772093,1.0,-0.508193509916423,0.12869453784717427,0.05990205734115433,0.27395647256903066,-0.3547267156591308
Num_Vessels_Padding,-0.08579290583265946,0.179642734440195,-0.09028580301633347,0.04960820391322784,-0.09131504470210537,0.0766028179291792,,-0.0912380241116565,0.1878386828128254,-0.2633368028239603,0.33828257370985193,,0.015146522176495222,0.19544069336489273,0.15056307175072486,0.3088273546335833,-0.490034670012422,0.033193442216574526,-0.362288257638885,0.1793213193891011,,0.04866643619659091,0.1793213193891011,-0.20751472499505272,0.19116608030634336,-0.40968067073684566,-0.12419405628566049,-0.007656300372894784,0.4911095927414877,-0.508193509916423,1.0,-0.5517820029057515,-0.026927344759257364,-0.29739856439326734,0.70644145831463
Thalassemia_0,-0.016945965967639105,-0.29069198574758986,0.06333725247310901,0.02664324173390047,0.18237262535773086,-0.2006122041667981,,0.04464127598477443,-0.13743114099326817,0.11682661775104522,-0.14130625023566154,,-0.0550147708769811,-0.09984710906092699,-0.05625871908472402,-0.20207982258218252,0.26957951863613194,-0.02428579975650516,0.3026721490791363,-0.1311994588069997,,-0.1641701430285585,-0.1311994588069997,-0.01862146588088661,-0.12927670888340284,0.3825045646909992,-0.00822504528499641,-0.05698603498074692,-0.29694420112971254,0.12869453784717427,-0.5517820029057514,1.0,-0.11936636043009037,-0.2672044442830691,-0.5505946947721578
Thalassemia_1,0.020384281207283538,0.0696881403749628,0.016018306636155614,-0.07259120622262755,-0.026412181994689924,0.07203804613519214,,0.03742935453615687,-0.06059678724350831,-0.017850220103474913,0.010843208226420821,,0.07123287147035885,0.025181648258293922,-0.046299426264458377,0.03842531311042952,0.01978967731062214,-0.010708209436720495,-0.0054225736847441095,-0.05784908452575994,,0.02225575989377379,-0.05784908452575994,0.036691143321523415,-0.02188297638428369,-0.07396405522197869,0.06953660738911069,0.016784616979540794,-0.015311627412126678,0.05990205734115433,-0.026927344759257364,-0.11936636043009037,1.0,-0.11781704454839771,-0.2427708111522348
Thalassemia_2,0.13116356934005166,0.12777513962649642,-0.019636174091399672,-0.15923057342141717,-0.06808252638731212,0.19042173209096364,,0.11724372867883813,-0.09231555985818442,-0.042447618128557386,0.057142170022469255,,0.03146138910672724,-0.04306020286817665,-0.04906877762850931,-0.12402987237349346,0.1841781627355103,-0.023970582176554064,-0.008821498829736986,-0.10693276149458707,,0.20912834623844898,-0.10693276149458707,0.1795370752918176,-0.09537340960592212,0.023444575197147155,0.20442300944063727,0.01961519368148652,-0.24061755019465278,0.2739564725690306,-0.2973985643932673,-0.2672044442830691,-0.11781704454839771,1.0,-0.543448249978897
Thalassemia_Padding,-0.10177423255785259,0.103992677597227,-0.04295944394874933,0.13946123058045093,-0.08263293848253718,-0.02191689536392424,,-0.14839994868209522,0.21433048613675354,-0.053476553693068675,0.06465243608069092,,-0.011586052955920812,0.10595667971353732,0.10630335717926122,0.24994243548655143,-0.37968746487801314,0.04410830686727725,-0.23871140881718034,0.2199186694525983,,-0.04530153215833902,0.2199186694525983,-0.14689797331195878,0.19322927314995655,-0.3005341053868816,-0.19002383181758706,0.023445722491603545,0.44612238616991967,-0.3547267156591308,0.7064414583146301,-0.5505946947721577,-0.2427708111522348,-0.5434482499788968,1.0
